trial,score,duration_sec,lgbm_num_leaves,lgbm_learning_rate,lgbm_feature_fraction,lgbm_bagging_fraction,lgbm_n_estimators,lgbm_residual_threshold_sigma,stl_residual_threshold_sigma,iforest_contamination,iforest_n_estimators,w_stl_raw,w_lgbm_raw,w_iforest_raw,ensemble_threshold,dbscan_eps_days,cascade_rate,drift_rate,ensemble_f1,ensemble_fp,ensemble_tp,lgbm_f1,spike_rate,stl_f1,w_iforest,w_lgbm,w_stl
444,0.4326,12.7,24,0.045931839926306194,0.5122238392480372,0.9910252191426604,1000,1.7401358295659266,1.7677086975145273,0.0034700880147174,450,0.758534137156994,0.6178199650220562,0.13288666099260732,0.07858761172615265,2,0.5263,0.4508,0.4086,322,171,0.3602,0.875,0.208,0.088,0.4094,0.5026
114,0.4322,33.9,78,0.05966190310254309,0.5540811821266626,0.9577320596458505,1200,1.7773253532772744,2.668601742119087,0.011343721093410959,450,0.948458669691538,0.3506278539268177,0.1912336424850073,0.12388746058516062,4,0.3684,0.3852,0.4559,137,142,0.3404,0.8333,0.2948,0.1283,0.2353,0.6364
72,0.432,26.1,66,0.09460676024233776,0.5793445905718263,0.9569711557465329,300,1.8923664650449121,1.7899806831063347,0.011852423062020685,400,0.8502381524120336,0.4323308444154389,0.1799060481747798,0.10584824814656628,4,0.4605,0.4385,0.4245,261,163,0.3423,0.875,0.2105,0.123,0.2956,0.5814
469,0.4298,8.0,25,0.05421116266226572,0.533041829962416,0.9844716670696992,1000,1.8219964176708188,1.717558252258185,0.003135097464414553,500,0.8070813753682478,0.5834809049181804,0.10075137382002952,0.06453405596008442,2,0.6053,0.4918,0.3789,469,190,0.3512,1.0,0.2053,0.0676,0.3913,0.5412
62,0.4298,27.0,74,0.07711536289595904,0.6011121633880782,0.9612104130621442,200,1.415960383929661,1.5998619660102527,0.01209836349150131,300,0.8053040814808661,0.25786617189986544,0.1328963475621382,0.12568137698194085,4,0.3553,0.3484,0.4632,94,132,0.3464,0.8333,0.1945,0.1111,0.2156,0.6733
75,0.4292,27.4,67,0.06267233931477863,0.5355762739250972,0.9628184485548796,200,1.8219676093603558,2.3707521125093964,0.013789900213725767,500,0.9398871482767448,0.3602708992163387,0.18645767900445392,0.10554469052012953,3,0.4868,0.4508,0.4123,303,168,0.3376,0.875,0.267,0.1254,0.2423,0.6322
328,0.4292,9.6,45,0.06196458178365685,0.5906052804168997,0.9902876629348111,1400,1.9758557482523873,1.5852934817682738,0.012781793527326219,450,0.9477303082257023,0.5702217353135082,0.10016581285655006,0.10498287240359669,3,0.3421,0.3156,0.4722,54,123,0.3447,0.8333,0.1933,0.0619,0.3524,0.5857
489,0.4283,7.7,28,0.04466487878496704,0.5101443509317135,0.9799207489981988,1000,1.7287997429006374,1.7823875975052457,0.0041150599569782925,450,0.7451732352408057,0.5341108807961219,0.12676966204797166,0.07783610237543931,2,0.5526,0.4631,0.3942,381,178,0.3577,0.9583,0.2091,0.0902,0.3799,0.53
65,0.4279,25.8,64,0.07654480517963816,0.558678399381915,0.955572776572589,200,1.8659827255668193,2.5806142970642556,0.011670443692031147,450,0.9110561753885844,0.4007403041337453,0.12053434235990752,0.11429710381186889,4,0.3421,0.332,0.4669,73,127,0.3361,0.8333,0.2879,0.0842,0.2798,0.6361
370,0.4274,40.4,71,0.030292706484317228,0.5234730294718775,0.9869771494371966,600,1.598190872554788,2.4973819676200617,0.011288480280124125,400,0.8152211637951586,0.6924422997051245,0.1223562728592243,0.06694519455466409,3,0.5658,0.4836,0.3857,426,184,0.3474,0.9583,0.281,0.0751,0.4248,0.5001
227,0.4269,28.8,88,0.051831925965715946,0.7377015209830677,0.9524384170213315,400,1.5390588971299104,1.6190077696026595,0.014372143318447845,400,0.8401955014935981,0.6290614642937036,0.16938097202470134,0.11309782687900743,3,0.3158,0.3648,0.464,83,129,0.3434,0.6667,0.1964,0.1034,0.3839,0.5127
325,0.4267,11.8,112,0.04200238914554571,0.6472916687790393,0.982433322838767,1300,1.9239044725155976,1.8761972021375082,0.013375236952488578,400,0.8850497275380624,0.34265403047068455,0.11960055684184712,0.08031644711406027,3,0.5921,0.4918,0.3772,469,189,0.3488,1.0,0.2165,0.0888,0.2543,0.6569
119,0.4266,28.4,63,0.06911610707073149,0.550810103647442,0.9995586114530648,200,2.179048202257848,2.603326636650058,0.008456799050420896,500,0.9829398510687294,0.420340479187602,0.21118348320917069,0.10847788337184121,4,0.4737,0.4508,0.4113,301,167,0.3442,0.875,0.2912,0.1308,0.2604,0.6088
375,0.4266,38.1,72,0.03757597029672831,0.547095042898872,0.9823401809493567,1200,1.4394335437953567,2.5757969822655067,0.010245715002663372,350,0.7530208188478514,0.6195842409636534,0.1355472978232577,0.07579222821855773,3,0.5526,0.4713,0.39,395,179,0.3453,0.9167,0.2874,0.0899,0.4108,0.4993
406,0.4265,34.1,24,0.039264073296931684,0.5097128644608818,0.999212293659846,1000,1.7488374372471347,1.7576026522673533,0.004118518495749507,450,0.7344114507927864,0.5481662858008213,0.10087535959447633,0.06678973193223309,2,0.5921,0.4877,0.3779,463,188,0.3542,1.0,0.2068,0.0729,0.3962,0.5309
495,0.4265,11.8,30,0.04545727385669362,0.7223961862281231,0.9814387074615253,1100,1.6609357253390782,1.630883811613626,0.00359701578194845,450,0.8222493479673763,0.5331877767970158,0.14277247964813777,0.07993193289258266,2,0.5526,0.4795,0.3881,412,182,0.3568,0.9583,0.1977,0.0953,0.3559,0.5488
145,0.4258,23.9,75,0.10245679539048556,0.5880207981072709,0.9601598066531802,300,1.7374345572711525,2.4122703515433024,0.011807673081744286,350,0.8977672334717267,0.40021777822105853,0.14369495610322935,0.08636375659378426,3,0.5526,0.4754,0.388,408,181,0.3389,0.9583,0.2729,0.0997,0.2776,0.6227
290,0.4256,9.5,52,0.09249758072398867,0.5675841812010115,0.9745400941554924,1500,1.9749090042039588,1.836991556999825,0.010940667734556642,450,0.7336905841585374,0.7484518909838803,0.15726634867031536,0.08432593169810265,3,0.4211,0.4467,0.422,258,161,0.3436,0.8333,0.2135,0.0959,0.4565,0.4475
157,0.4252,25.0,31,0.10574063692556315,0.5739592532389484,0.8336530726708697,400,1.7845856498315613,2.693932050553504,0.013882798113391593,450,0.7863146327294644,0.3018648509455556,0.15780699841423682,0.10411600418037067,3,0.5132,0.459,0.3991,346,172,0.3407,0.875,0.2996,0.1267,0.2423,0.6311
369,0.4251,52.1,68,0.031314464140284826,0.5434666919984591,0.9908021356284576,1300,1.5807211715681813,2.537010367727093,0.01086235211686745,400,0.7689996464382332,0.6706107266750353,0.10084807227305861,0.0597191644979842,3,0.6184,0.5,0.3676,513,193,0.3628,1.0,0.285,0.0655,0.4353,0.4992
25,0.4243,29.3,89,0.04497326373438895,0.7600604570252083,0.931537364494162,400,0.9219531386377674,1.600564617882075,0.01015488892827724,250,0.6641641985461133,0.45836433908344976,0.15544594628083058,0.11247186997133998,3,0.3553,0.4057,0.4431,162,144,0.3249,0.75,0.1946,0.1216,0.3587,0.5197
91,0.4242,29.7,40,0.08093789606664271,0.5622596979956351,0.9198469102262135,1300,1.554039856209257,2.777370645915573,0.011499396579238425,450,0.9058611308802014,0.3904278331403351,0.14396025554268746,0.12053248710166972,3,0.3421,0.3402,0.4599,78,126,0.3411,0.7083,0.3089,0.1,0.2711,0.629
8,0.4237,29.1,120,0.09854335238232671,0.8167018782552118,0.9357302950938589,1300,0.9664251472150895,2.7313974962249445,0.010386362991880777,450,0.9064821699311439,0.38620312747467755,0.19904673207490908,0.1297773068896796,3,0.3289,0.3852,0.4523,118,135,0.33,0.6667,0.3032,0.1334,0.2589,0.6077
94,0.4227,31.7,41,0.09372694233586781,0.5626762544775556,0.9188654002356812,1300,1.5972849857494045,2.080574433537924,0.009774293006764386,500,0.8297565221474458,0.571856372972247,0.16776057485680573,0.08924162222349792,4,0.5,0.4467,0.401,326,168,0.348,0.875,0.2374,0.1069,0.3644,0.5287
261,0.4222,40.3,75,0.04820908760642906,0.5481338077047853,0.9821996935770385,1300,2.089989829605796,1.992644308645612,0.013288636263341825,450,0.9197773234183397,0.8252244050038001,0.18416270263854118,0.07875532164202718,3,0.5,0.4713,0.395,363,174,0.3495,0.875,0.2276,0.0955,0.4278,0.4768
374,0.4213,34.1,66,0.039557912206388615,0.5187295792802615,0.9994215134540241,1300,1.6472642549725447,2.5203905746903,0.009911908090489257,400,0.8248602839770791,0.7016160902093309,0.11905905376602978,0.06324800846905163,3,0.6053,0.4918,0.3668,502,190,0.3449,1.0,0.2828,0.0724,0.4264,0.5013
416,0.4212,34.5,27,0.04676983036423078,0.5211916641691411,0.9999684542910123,1000,1.6594817949782112,1.6837811216483276,0.003911403654669747,500,0.7631395833702188,0.5898196978124157,0.1199388642094534,0.07112025575475088,2,0.5526,0.4754,0.3815,424,181,0.3725,0.9583,0.2026,0.0814,0.4004,0.5181
421,0.4179,35.2,32,0.04795371543111642,0.5241884670928654,0.991229533699055,1100,1.718909953944936,1.7133492500582002,0.003472909972671194,450,0.7239959250138528,0.5947607242516916,0.12925322405393772,0.0726178153472717,2,0.5526,0.4959,0.3724,469,186,0.3558,0.9583,0.2048,0.0893,0.4107,0.5
439,0.4175,27.0,30,0.044056740852616294,0.5094646391490409,0.9914290593562728,1000,1.8116032559184836,1.8544761242664631,0.0035084919812858515,450,0.786551273806942,0.5445654888652435,0.11408273969452623,0.06795518905257295,2,0.6053,0.5,0.3596,532,192,0.359,1.0,0.2148,0.0789,0.3768,0.5443
478,0.4172,7.4,33,0.04252322649410465,0.5101156226395831,0.9915731017938191,1100,1.7553273453411302,1.6506733864834653,0.00464249540980139,350,0.7820430675851688,0.5778192674793909,0.1182843694941498,0.06916281892926154,2,0.5789,0.4877,0.3674,487,187,0.3503,1.0,0.1988,0.08,0.3909,0.5291
67,0.4162,25.3,52,0.006743310925821947,0.5275259461843133,0.9834860632983838,200,1.7965835628476459,2.9971275396739903,0.020992235704794363,400,0.897058129897583,0.5052171767580045,0.12116792411717328,0.11025164384940588,3,0.3421,0.3156,0.4537,65,120,0.1709,0.7083,0.3315,0.0795,0.3316,0.5888
401,0.4138,40.4,35,0.044130736976119904,0.5068499040434494,0.9909067911738176,1000,1.7304260109691532,1.7331605744116823,0.0037292581439125156,450,0.7599521566656106,0.5576930599824532,0.10266293908387861,0.06315063393211978,2,0.6184,0.5082,0.3498,576,195,0.3583,1.0,0.2049,0.0723,0.3927,0.5351
336,0.4135,9.5,103,0.11917933886116701,0.6171995186738491,0.9850665223610734,300,1.9088859792786714,1.9513674936486831,0.013127223635966937,500,0.7095567629727294,0.8318687921316522,0.1740591293617948,0.09229207408801639,3,0.3553,0.4057,0.4277,178,142,0.3518,0.6667,0.222,0.1015,0.4849,0.4136
389,0.4125,33.7,51,0.041851137756198004,0.5008783669425838,0.982332351964565,800,1.628931556954343,2.5447852352423,0.012244616002946853,450,0.9668360423512176,0.5655844427101805,0.128839842620067,0.06706852603046484,2,0.6184,0.5082,0.3479,582,195,0.35,1.0,0.2852,0.0776,0.3405,0.582
407,0.4123,47.5,30,0.04279432284286403,0.5050692423843355,0.9993775021004561,1000,1.6630943782106455,1.7464411985692583,0.0038457044172962866,450,0.681095407739541,0.5225109147421765,0.11614405328580166,0.07171255773834923,2,0.5526,0.4959,0.3643,491,186,0.3591,0.9583,0.2059,0.088,0.3959,0.5161
93,0.4118,30.8,33,0.03900548175664387,0.5656243633385409,0.9583301330047405,1000,1.6598627649233215,2.7112607691517776,0.012227334124615179,450,0.9023275791111343,0.3655988379062845,0.10088204086967062,0.12143694716324141,3,0.3289,0.2992,0.4536,48,115,0.3372,0.7083,0.3038,0.0737,0.2671,0.6592
445,0.4114,19.6,29,0.04283141239647929,0.5001507761505511,0.9841579134407696,1100,1.6591539329321483,1.8628236466189874,0.003626487895679495,450,0.799899224085515,0.5871799987753201,0.11843450349136116,0.06409357045425244,2,0.6184,0.5287,0.3419,626,200,0.3519,1.0,0.2156,0.0787,0.39,0.5313
31,0.4105,27.2,87,0.07869202425261937,0.5728079825855912,0.9303182235713707,200,1.238613305879491,1.4140634479668295,0.014727722106360234,250,0.8480687081666354,0.3002801558365082,0.15740504134646244,0.14050370438250417,4,0.3289,0.3115,0.4491,60,117,0.3387,0.6667,0.1801,0.1205,0.23,0.6495
284,0.4103,35.7,87,0.09277606450170492,0.5573056284000776,0.7853681660926558,1100,1.8407739679523079,2.7396572308704497,0.010177488240991482,450,0.9208065024535067,0.7919587354930401,0.15332720252645357,0.10417688071940034,3,0.3158,0.3238,0.4491,67,119,0.3714,0.6667,0.303,0.0822,0.4244,0.4934
32,0.4088,23.0,75,0.10467940944864587,0.5813010477890297,0.914396563567993,400,1.2807858839632145,1.0269861460935847,0.015586797796382843,250,0.8243076146441815,0.18692714922583248,0.1756765991142056,0.11632669605965973,3,0.4868,0.4754,0.3779,403,174,0.3253,0.875,0.153,0.148,0.1575,0.6945
365,0.408,43.2,70,0.036959220434129074,0.535384672380792,0.9896816461327973,1300,1.4908871919485043,2.4727231816059807,0.010239772324346336,300,0.8319335566944219,0.6600281735666186,0.11848589844561806,0.061701455314933165,3,0.6184,0.5123,0.3406,611,196,0.3535,1.0,0.2776,0.0736,0.4098,0.5166
319,0.4041,10.3,50,0.03774396643698249,0.5279662296228371,0.9892301750981934,1500,2.059417994484549,1.8863519619018274,0.01712274891294688,400,0.8185868518723632,0.37426227948456725,0.20450952588194282,0.11123474439464068,3,0.4737,0.4713,0.3747,402,172,0.3458,0.875,0.2183,0.1464,0.2678,0.5858
64,0.4039,25.8,76,0.10208441102551297,0.5748607345282796,0.9069133178568459,300,1.880585801210373,1.834349221988178,0.010762888564936911,400,0.9092137788546418,0.2193596079353575,0.12528768184579014,0.08455088193062557,4,0.6053,0.4959,0.3411,585,191,0.3351,1.0,0.2132,0.0999,0.1749,0.7251
466,0.402,7.4,22,0.04529483381679828,0.5104060417064455,0.9842167797290436,1000,1.8335808413476038,1.6850012443258746,0.0032826629849645227,500,0.7564867539213516,0.5708773382266922,0.13452154100909575,0.07073941773781132,2,0.5789,0.5123,0.3404,597,193,0.3481,1.0,0.2027,0.092,0.3905,0.5175
429,0.401,26.2,25,0.03829615788516688,0.5184713499280543,0.9891625736788204,1100,1.6681221778884596,1.7792186512001622,0.0037267123152250835,450,0.7852916376975261,0.6105194574177548,0.13233074626745794,0.06528038774939222,2,0.6184,0.5369,0.3253,696,202,0.3505,1.0,0.2088,0.0866,0.3995,0.5139
158,0.4002,26.6,42,0.04842599456288892,0.6014827701742624,0.9852516458131562,300,2.030369681461303,2.8964873568315475,0.013119259959526156,400,0.8110479678836295,0.35611082754547363,0.19204299801260566,0.09686846823422282,3,0.5526,0.541,0.3373,627,197,0.3597,0.9583,0.3247,0.1413,0.262,0.5967
22,0.3998,22.5,95,0.08728351240803547,0.5816705204349967,0.9400513126830201,300,0.8181070329631736,1.1990758117845248,0.01105801599440684,250,0.6744833872500478,0.2717204540324025,0.17772459694210063,0.1263789929193828,4,0.3947,0.4344,0.3934,289,155,0.332,0.7917,0.1672,0.1581,0.2418,0.6001
44,0.398,25.5,88,0.11242413622355739,0.7644844235073982,0.9273530491455977,400,0.9925404998311325,1.288129620479899,0.010103765710136953,200,0.5689459265304424,0.2259462568681725,0.14950778446431806,0.09500602622406419,5,0.5921,0.6066,0.3118,831,217,0.3354,1.0,0.1715,0.1583,0.2392,0.6024
408,0.3973,35.5,28,0.04446291190439099,0.5007439041762645,0.9909190786104474,1000,1.7432623966590652,1.692832764164443,0.003674766073167951,450,0.752147989980827,0.5525395920349127,0.10062523074452795,0.0595443865037705,2,0.6184,0.5287,0.3218,699,200,0.3566,1.0,0.2033,0.0716,0.3932,0.5352
21,0.397,21.4,86,0.07365730158963336,0.7019685836029027,0.9396476237814205,200,1.413438329663245,1.3963256711104717,0.012147106903221823,250,0.8694492632263292,0.30542930924734185,0.13986982310862273,0.13938883752029685,4,0.3026,0.291,0.44,46,110,0.331,0.6667,0.1797,0.1064,0.2323,0.6613
475,0.396,7.4,27,0.04298245363133066,0.5121399603822583,0.9759819799280887,1000,1.6091384707346668,1.6733633229249583,0.0035684429604110465,350,0.7975946789537741,0.5892375448083559,0.1000852474921251,0.05815574921902005,2,0.6184,0.5205,0.3217,689,198,0.3531,1.0,0.2013,0.0673,0.3963,0.5364
43,0.3958,32.2,79,0.06997986824140447,0.6148313117404306,0.9785808084465919,300,0.6700276494174746,1.5309961534771799,0.01530555315171761,250,0.7896759192555918,0.14951374905975312,0.22333582636493335,0.11742765339966484,4,0.5526,0.5902,0.3206,751,209,0.3286,0.9583,0.1894,0.1921,0.1286,0.6793
458,0.3954,12.2,25,0.04443597638567892,0.5193380643689434,0.9918134219747676,1000,1.830282051833006,1.7400253341229082,0.004039860913280299,450,0.7598619601943918,0.5710459286303415,0.13751268467235947,0.06858448940457643,2,0.6053,0.5328,0.321,702,200,0.3628,1.0,0.2053,0.0936,0.3889,0.5175
159,0.3954,24.6,35,0.08497306845513507,0.9322274395839544,0.970279694588341,400,1.7607309423803255,1.3620110949148099,0.014887102705552416,300,0.828968484783844,0.38905024633644825,0.14112970250272144,0.07674835710665405,3,0.6184,0.5369,0.3174,727,202,0.3429,1.0,0.1771,0.1038,0.2862,0.6099
34,0.3952,23.1,56,0.17172610519959491,0.6108007191851952,0.8498577179781709,700,1.1840313778119058,1.5414976743672288,0.019148656885598293,300,0.9471837306397013,0.13446014360804412,0.24462229971844363,0.10892505988652564,3,0.5921,0.627,0.3033,898,222,0.3218,1.0,0.1899,0.1844,0.1014,0.7142
346,0.3951,10.2,78,0.100846603268656,0.5691919620924996,0.9562660688307684,1400,1.642082517302457,2.018576896561359,0.013519129889942288,500,0.8301602443795476,0.7758371222164249,0.12670616426048534,0.10626520134026049,3,0.2895,0.2951,0.4391,47,110,0.3487,0.6667,0.2296,0.0731,0.4478,0.4791
340,0.3949,10.0,68,0.05241578360213322,0.5290149604898655,0.978728712891341,1500,1.9234674242525076,2.8857027707463905,0.012251159217490837,400,0.8796384328184821,0.5873184740246378,0.15633744477972195,0.0696956348170331,3,0.6184,0.5451,0.3148,748,204,0.3505,1.0,0.3224,0.0963,0.3618,0.5419
419,0.3947,37.9,18,0.03853583788982248,0.515360200774643,0.99246053849302,1000,1.6967031149509906,1.8084015342157214,0.0037493480218013043,450,0.6890334282889734,0.5773204970744182,0.12466907341897439,0.06550441138080904,2,0.6053,0.5369,0.319,715,201,0.3565,1.0,0.2106,0.0896,0.415,0.4953
329,0.3927,10.5,79,0.04002395945398315,0.5098087885176177,0.9613140791585445,900,1.6649520931397859,2.23294271282062,0.014137448157232356,300,0.869739098898641,0.3630010959797505,0.1313040702359488,0.1326599322495115,3,0.3026,0.2828,0.4355,44,108,0.3525,0.6667,0.2556,0.0963,0.2661,0.6376
63,0.3884,25.3,70,0.11181538830168802,0.6041711097481304,0.9666711270650197,300,1.6174835481148402,1.5963138161767005,0.009234323661886625,300,0.8178324403673979,0.2526603039126296,0.1787218450668987,0.1587534033657192,3,0.3026,0.2828,0.4294,51,108,0.3333,0.6667,0.1943,0.1431,0.2023,0.6547
418,0.3876,33.6,33,0.044363517826657727,0.5000950311583908,0.9830909960753227,1100,1.7815446572717577,1.737601880341693,0.004255952838149488,500,0.7494518051225822,0.6026158796563681,0.11794144523503806,0.05071931766700176,2,0.6974,0.6557,0.2638,1216,237,0.3583,1.0,0.2052,0.0802,0.4099,0.5098
126,0.3874,27.4,62,0.06820861187046307,0.552977675046028,0.9681953138594589,300,1.654415842853352,2.8172393105781204,0.013331116393555907,450,0.9999788069393144,0.37129752466375426,0.10127780809412659,0.13332012453322284,3,0.3026,0.2664,0.4315,34,104,0.3412,0.6667,0.3133,0.0688,0.2521,0.6791
372,0.3873,40.7,68,0.028119127330462727,0.5312013598443207,0.9926988569462373,1300,1.5318507646341009,2.5569144122281435,0.01081746719463941,400,0.7842064705517063,0.6419632835897998,0.1309067199464591,0.053194894222242495,3,0.6842,0.6434,0.2687,1157,233,0.3498,1.0,0.286,0.0841,0.4123,0.5036
55,0.3867,27.5,85,0.06635045026501894,0.7981513935951396,0.9066814448943484,1100,1.3425692949698804,1.4372550766003485,0.007801703445258086,150,0.5646595083729578,0.28672687059785285,0.10204892036683404,0.062249744020638986,4,0.6974,0.668,0.2599,1263,240,0.3446,1.0,0.1824,0.107,0.3007,0.5922
7,0.3834,26.8,17,0.007444208747312283,0.5157145928433671,0.8182052056318903,600,1.771426727911757,2.7689161848152324,0.005326151110956669,250,0.7799960246887438,0.3059183489424602,0.1692819188459137,0.15141300851981881,1,0.2895,0.2746,0.4268,43,105,0.2623,0.6667,0.3065,0.1349,0.2437,0.6214
33,0.3833,23.3,75,0.10746273669766358,0.5637521525270314,0.9025228104890362,400,1.2480390861774358,1.0038624993909036,0.014198386437097166,200,0.8203614277635386,0.17996044812197473,0.13890011514588754,0.07710036528076163,3,0.6711,0.623,0.2702,1109,227,0.3541,1.0,0.1505,0.1219,0.158,0.7201
405,0.3789,35.8,29,0.04103886228065816,0.5041889135726662,0.9928170824287861,1000,1.7109689749849586,1.6920753696637036,0.004387561922575736,450,0.7294600746995797,0.5705600912120807,0.10091345952790158,0.05492828247780082,2,0.6447,0.5492,0.2855,899,207,0.3472,1.0,0.2031,0.072,0.4073,0.5207
68,0.3786,25.3,52,0.07309470183658225,0.5296172104099042,0.9815225685291262,200,1.779028827078573,2.833901125818368,0.023642441538740157,500,0.8854022508971239,0.5526632817559394,0.26253747742630634,0.11368126099990196,3,0.3947,0.4549,0.3587,388,160,0.3356,0.7917,0.3158,0.1544,0.325,0.5206
57,0.3729,26.2,94,0.07483661229284864,0.8249419856486447,0.9982813000083217,300,1.0825664211067292,1.6873834255954654,0.015187945406651134,300,0.670223051875974,0.17224021384578375,0.24615577970651598,0.11072244378822604,5,0.5789,0.6393,0.2717,1081,224,0.3477,1.0,0.2029,0.2261,0.1582,0.6157
41,0.3726,32.1,98,0.08745833660049625,0.5938822335434419,0.9477128129448379,300,0.9047876380048391,1.30871074817693,0.010797345991111316,250,0.6295035425140384,0.2752009456128846,0.19990343419405648,0.1275575837706046,4,0.3947,0.4713,0.3467,438,164,0.3437,0.7917,0.1731,0.181,0.2491,0.5699
484,0.3692,7.5,24,0.03667897156191837,0.5235803937778409,0.9864336734440785,1000,1.7863686534402312,1.7753502778610426,0.0037046585022692297,350,0.8253369216911473,0.1061777668257265,0.11786975970240089,0.07471711140467976,2,0.6842,0.6025,0.2517,1205,223,0.3529,1.0,0.208,0.1123,0.1012,0.7865
177,0.3682,36.2,81,0.033736800432670126,0.5951807382859541,0.9993753168950031,900,1.8772410311990835,2.0608676740901952,0.011160139404886853,400,0.891334376723629,0.5293980051297124,0.10117976069141286,0.05060203751533938,3,0.6974,0.5779,0.2528,1163,218,0.3417,1.0,0.2341,0.0665,0.3479,0.5857
17,0.3671,26.8,81,0.0657035521382157,0.7039294159774774,0.9390157949455101,200,1.4804852364650751,1.5023899242051098,0.012485713401641667,250,0.8709901397417039,0.3784360332770532,0.10286859473486058,0.13538517468507597,4,0.2632,0.2541,0.4136,28,97,0.3439,0.625,0.1882,0.0761,0.2798,0.6441
97,0.3664,36.1,58,0.03004548393724885,0.5181315074478687,0.9359975894917385,1100,1.4867891131563877,2.882815336560503,0.016075394822331654,350,0.7442196420817907,0.5492990488013967,0.12249987542648783,0.12273109387694321,2,0.2632,0.2664,0.4099,40,99,0.3455,0.5833,0.3211,0.0865,0.3879,0.5256
58,0.3652,26.2,88,0.19884019980200449,0.8651742987767396,0.7234122226434331,400,1.2198903668619812,0.5066480522918515,0.013346190503125036,250,0.7658776673330708,0.3374672021385206,0.2046145508794394,0.1695505570711828,4,0.2632,0.2664,0.4082,42,99,0.3403,0.5833,0.1033,0.1564,0.258,0.5856
36,0.3607,25.6,90,0.0525513380294557,0.5517973584943614,0.9775321326739342,600,1.169635415297069,1.7254715999635164,0.016434073564887148,250,0.8477126409336588,0.21534576704891933,0.3803772132070994,0.1517232465806494,2,0.3947,0.5656,0.3095,672,186,0.3528,0.75,0.2053,0.2635,0.1492,0.5873
348,0.3595,10.4,72,0.042589919836682914,0.5846307585103206,0.9853580130320719,300,1.5084927740594798,1.5192855286483355,0.01465510085640666,400,0.8719706936620895,0.5422043559193094,0.4009420388090619,0.0975264609455089,3,0.5789,0.6311,0.2543,1180,222,0.3502,1.0,0.1889,0.2209,0.2987,0.4804
275,0.3535,31.6,74,0.10752721305183596,0.55973070679087,0.9621890115703033,1500,1.8597250648402086,2.6632886171286096,0.012676896651978053,450,0.91803150302314,0.3550735398014604,0.4377240474646227,0.11099717499877643,3,0.5658,0.6311,0.2485,1214,221,0.3512,1.0,0.2942,0.2559,0.2075,0.5366
45,0.352,32.4,109,0.03049981956122565,0.7278304991939908,0.8831518135802852,500,1.2737765017677936,1.81190711121299,0.008465935699466,300,0.521611153968152,0.27996634918784774,0.28056235360263804,0.12678314271983113,3,0.4737,0.5984,0.2731,927,201,0.3476,0.7917,0.2109,0.2593,0.2587,0.482
98,0.3489,25.3,21,0.06954198605535858,0.627333330488478,0.9894305036327234,400,1.8330100951047827,2.4926135638071445,0.012919929483469619,450,0.9223555158491796,0.3245109213648296,0.5025504121969782,0.13178839318269042,4,0.5,0.6107,0.2604,1039,207,0.3578,0.8333,0.2801,0.2873,0.1855,0.5272
225,0.3484,27.7,42,0.0492255869559928,0.6036546628491907,0.9905966898895215,400,1.7261497413854843,1.6705906137815456,0.0137554670305051,400,0.8588918049388052,0.6169560618039718,0.4921183027508709,0.11078691939940356,3,0.5263,0.6107,0.2541,1099,210,0.3505,0.875,0.201,0.2501,0.3135,0.4364
26,0.3473,31.6,114,0.036715108086210126,0.772523603559435,0.9629080108790998,400,0.8886422495337356,1.6234207768720266,0.010389587297841861,300,0.5079076375793359,0.4729880732085704,0.28914658398851373,0.10715447346520288,3,0.4868,0.6025,0.2628,998,203,0.3333,0.7917,0.1968,0.2277,0.3724,0.3999
112,0.3425,10.4,40,0.09867856237389175,0.570494180282962,0.91639031507475,1300,1.658265155630014,2.7683629849624865,0.01195896408587267,450,0.9119653381674886,0.39114172874659114,0.1529813538579923,0.1544084377714324,3,0.2368,0.2336,0.3885,21,88,0.3425,0.5417,0.3065,0.1051,0.2686,0.6263
335,0.3404,10.7,43,0.048627679090289845,0.758365736547397,0.9704364334075368,1400,1.700225914301543,1.8990900537031559,0.01457901234480107,450,0.30722591611013217,0.3966489657836034,0.11702561873978307,0.10087393342323216,3,0.3289,0.4344,0.3227,420,147,0.3526,0.6667,0.2183,0.1426,0.4832,0.3743
447,0.3335,33.0,31,0.03468517901235587,0.5281826437058866,0.9917269892223589,1000,1.8253395054739732,1.9248740138038276,0.0038952248869715865,450,0.7277926307490233,0.5685765366119541,0.4521892662445623,0.06909095826212518,2,0.7895,0.7418,0.1483,2966,265,0.36,1.0,0.2202,0.2586,0.3252,0.4162
218,0.3328,32.5,85,0.04821946554403021,0.650677518355838,0.9997286848689032,1400,2.0152343774630603,2.6542099427056125,0.016645490830542453,400,0.9702631389344444,0.5092941598216499,0.9659455416258556,0.07693204557875767,3,0.8553,0.7992,0.121,4068,284,0.3523,1.0,0.295,0.395,0.2083,0.3968
424,0.3305,34.1,27,0.03495791892528379,0.5005553839776132,0.979859955838361,1100,1.7854572818311165,1.805828934768733,0.003189699070964336,450,0.7790965763375539,0.5216520809109492,0.7893969590850527,0.07993001878855911,2,0.8158,0.7828,0.1295,3656,277,0.3506,1.0,0.2104,0.3777,0.2496,0.3727
